44		tmn		DeepMind ai go Ryan CNET 		0.12413767,0.0,0.08172937,0.105067514,0.21305506,0.16661055,0.1906221,0.010927764,0.010927764,0.069084525,0.11766841,0.11766841,0.0,0.03219687,0.10121048,0.19998513,0.10575128,0.19998513,0.071572535,0.24040598,0.1982837,0.24040598,0.24040598,0.1982837,0.11784683,0.0,0.0,0.03219687,0.08481257,0.2187801,0.2187801,0.12343227,0.26469812,0.26469812,0.26469812,1.0,1.0,1.0,0.16891454,0.0,0.0508226,0.022789788,1.0,1.0,1.0,0.21642841,0.21642841,0.21642841,0.21642841,0.21642841,0.6256091,0.54628116,0.32527238,0.6277893,0.12413767,0.40021592,0.6277893,0.311885,0.28283784,0.46872222,0.1836479,0.2237532,0.2750401,0.2750401,0.23020153,0.3625211,0.3625211,0.3625211,0.23464952,0.3625211,0.2695065,0.18818507,0.1986602,0.29192242,0.10212286,0.2695065,0.2844966,0.08599919,0.107959256,0.13661487,0.085023835,0.2695065,0.137696,0.311885,0.12413767,0.053732198,0.3134396,0.2695065,0.23020153,0.14407444,0.5518345,0.03140282,0.47513932,0.22352359,0.13450523,0.19023527,0.12101272,0.30846786,0.44191113,0.29788807
13		tmn		goldman sachs		0.013680147,0.0,0.0,0.0,0.022336837,0.0,0.29305166,0.11210367,0.11210367,0.11210367,0.0,0.11210367,0.0,1.0,0.2022811,0.07844888,0.123856045,0.07844888,0.23778571,0.1306645,0.1306645,0.03171104,0.23936363,0.1306645,0.09130472,0.0,0.32432407,1.0,0.27279618,0.08005873,0.08005873,0.03292826,0.06359515,0.040631212,0.06359515,0.17744997,0.03219687,0.17744997,0.0,0.0,0.02749892,0.0,0.23541936,0.23541936,0.03219687,0.10769525,0.10769525,0.10769525,0.07618207,0.10769525,0.10601149,0.0,0.108624525,0.0,0.013680147,0.21573713,0.108624525,0.11100091,0.0,0.108624525,0.19266452,0.020321831,0.25073862,0.044426918,0.108624525,0.108624525,0.06823904,0.06823904,0.06568275,0.23763706,0.15754806,0.0906558,0.073846236,0.14561193,0.0063667614,0.23062411,0.13505965,0.25073862,0.0,0.0,0.0,0.23062411,0.0,0.10601149,0.013680147,0.06424789,0.12725076,0.16000916,0.108624525,0.21573713,0.06823904,0.0,0.06823904,0.13395569,0.0,0.0,0.04490154,0.092428334,0.0,0.0
22		tmn		ran leg  away from foster		0.21178707,0.0,0.21178707,0.08646413,0.05418088,0.06917952,0.20910972,0.18893512,0.18893512,0.18893512,0.13202694,0.18893512,0.0,0.23936363,0.12321284,0.13134615,0.14423805,0.13185848,0.26283363,1.0,1.0,1.0,1.0,1.0,0.037570357,0.0,0.05163269,0.23936363,0.30934602,0.05824184,0.05824184,0.050244037,0.21178707,0.1876324,0.21178707,0.24040598,0.24040598,0.102094196,0.0592667,0.0,0.2083922,0.20623209,0.27854818,0.27854818,0.24040598,0.07757754,0.07757754,0.07757754,0.071600884,0.07757754,0.2907679,0.5140425,0.1546538,0.25877154,0.32187364,0.36183652,0.1897091,0.36074573,0.124239646,0.15390228,0.15064931,0.34858736,0.29542586,0.29542586,0.13134615,0.19873093,0.23704217,0.21971561,0.102414,0.21971561,0.14612727,0.16858657,0.42310426,0.15098172,0.1134112,0.42310426,0.18418334,0.20804952,0.05989061,0.21178707,0.10301305,0.14612727,0.12176151,0.2300921,0.32187364,0.1777689,0.21971561,0.14689098,0.14090154,0.2889536,0.36074573,0.36074573,0.26543412,0.17441766,0.14090154,0.30658838,0.28163013,0.24451315,0.22884181,0.329455
26		tmn		hertz		0.0,0.0,0.0,0.0,0.012493235,0.042491775,0.09544051,0.025528423,0.13345374,0.15973046,0.13345374,0.15973046,0.0,0.32432407,0.0,0.030210642,0.052111767,0.030210642,0.048321553,0.009324571,0.009324571,0.009324571,0.05163269,0.009324571,0.023932753,0.0,1.0,0.32432407,0.16666166,0.17887992,0.17887992,0.0,0.03553112,0.03199839,0.03553112,0.079742484,0.0,0.079742484,0.005036253,0.0,0.028315878,0.0,0.079742484,0.079742484,0.0,0.15057611,0.15057611,0.15057611,0.15057611,0.15057611,0.0,0.0,0.081204884,0.02914104,0.035148915,0.015907045,0.01828887,0.02914104,0.0,0.01828887,0.115899734,0.0,0.019925399,0.019925399,0.01828887,0.01828887,0.0,0.0,0.049584568,0.17395362,0.032711335,0.0,0.0,0.0876026,0.0876026,0.04103785,0.021600913,0.0,0.07085248,0.029153362,0.0,0.08325715,0.00596577,0.0,0.035148915,0.07135742,0.007721183,0.06438148,0.08325715,0.037392505,0.0,0.0,0.0,0.10441872,0.0,0.0,0.0030443205,0.007071445,0.0,0.0
27		tmn		goldman sachs		0.013680147,0.0,0.0,0.0,0.022336837,0.0,0.29305166,0.11210367,0.11210367,0.11210367,0.0,0.11210367,0.0,1.0,0.2022811,0.07844888,0.123856045,0.07844888,0.23778571,0.1306645,0.1306645,0.03171104,0.23936363,0.1306645,0.09130472,0.0,0.32432407,1.0,0.27279618,0.08005873,0.08005873,0.03292826,0.06359515,0.040631212,0.06359515,0.17744997,0.03219687,0.17744997,0.0,0.0,0.02749892,0.0,0.23541936,0.23541936,0.03219687,0.10769525,0.10769525,0.10769525,0.07618207,0.10769525,0.10601149,0.0,0.108624525,0.0,0.013680147,0.21573713,0.108624525,0.11100091,0.0,0.108624525,0.19266452,0.020321831,0.25073862,0.044426918,0.108624525,0.108624525,0.06823904,0.06823904,0.06568275,0.23763706,0.15754806,0.0906558,0.073846236,0.14561193,0.0063667614,0.23062411,0.13505965,0.25073862,0.0,0.0,0.0,0.23062411,0.0,0.10601149,0.013680147,0.06424789,0.12725076,0.16000916,0.108624525,0.21573713,0.06823904,0.0,0.06823904,0.13395569,0.0,0.0,0.04490154,0.092428334,0.0,0.0
60		user		know who iam		0.13861227,0.0,0.091676824,0.00862352,0.0,0.04656928,0.16707446,0.09117512,0.09117512,0.09117512,0.16411416,0.16411416,0.0,0.19266452,0.10322753,0.24431308,0.16230418,0.24431308,0.1531293,0.4574532,0.4574532,0.021541785,0.15064931,0.4574532,0.085904196,0.0,0.115899734,0.19266452,0.1649975,0.31426328,0.31426328,0.08765223,0.091676824,0.13861227,0.091676824,0.1836479,0.1836479,0.1836479,0.053311393,0.0,0.083243534,0.0,0.1291965,0.1836479,0.1836479,0.32759792,0.32759792,0.32759792,0.15156303,0.32759792,0.2087485,0.28192002,0.24102345,0.28192002,0.13861227,0.36137265,0.24102345,0.29409954,0.27473807,0.24102345,1.0,0.21730652,0.12372533,0.09250157,0.24431308,0.4393701,0.4393701,0.4393701,0.48407695,0.4393701,0.3480771,0.09284044,0.28431132,0.1689575,0.15089168,0.20895398,0.2733455,0.12372533,0.0972944,0.091676824,0.14080939,1.0,0.30713984,0.2087485,0.13861227,0.22118051,0.28192002,0.39311272,0.24102345,0.2728021,0.4393701,0.28287315,0.4393701,0.36137265,0.19112895,0.112237215,0.082286894,0.27132857,0.091676824,0.09284044
5		tmn		ipad cases		0.052217178,0.0,0.052217178,0.032808833,0.43526015,1.0,0.524867,0.0,0.11600027,0.11600027,0.17893153,0.17893153,0.0,0.0,0.0,0.092518054,0.092518054,0.092518054,0.0,0.07989154,0.07989154,0.06917952,0.06917952,0.07989154,0.36441404,0.0,0.042491775,0.0,0.0,0.29125878,0.29125878,0.28689975,0.13627994,0.048728418,0.13627994,0.37222,0.16661055,0.37222,0.08446251,0.0,0.093933,0.04071242,0.37222,0.37222,0.16661055,0.40299955,0.40299955,0.40299955,0.40299955,0.40299955,0.16934901,0.068748206,0.0910267,0.1101319,0.13968953,0.12247949,0.20422682,0.16934901,0.093667835,0.08778643,0.04656928,0.0910267,0.03076985,0.03076985,0.050710306,0.0910267,0.07506848,0.068748206,0.030327626,0.068748206,0.06691729,0.03545408,0.13968953,0.15576157,0.15576157,0.15039557,0.068466924,0.0,0.15090004,0.06325201,0.069295324,0.15039557,0.074980855,0.17462866,0.03545408,0.05926107,0.13968953,0.06691729,0.108719744,0.08985129,0.04785293,0.07445234,0.05926107,0.12247949,0.044596452,0.0,0.096917614,0.11885595,0.079253,0.03545408
6		tmn		since apple store perez techcrunch 		0.14625931,0.0,0.14625931,0.032711864,0.27006173,0.524867,1.0,0.111857705,0.16279459,0.18248974,0.16279459,0.18248974,0.0,0.29305166,0.19636297,0.104673855,0.104673855,0.104673855,0.12498174,0.20910972,0.20910972,0.20910972,0.20910972,0.09266656,0.38248342,0.0,0.09544051,0.29305166,0.35657817,0.4682358,0.4682358,0.297876,0.15255475,0.1401338,0.15255475,0.60763717,0.1906221,0.60763717,0.17146102,0.0,0.21210587,0.12496205,0.60763717,0.60763717,0.1906221,0.3429726,0.3429726,0.3429726,0.3429726,0.3429726,0.2046575,0.19482788,0.09575355,0.16142197,0.15406622,0.2988744,0.1728134,0.47715724,0.21467948,0.20877145,0.16707446,0.10978293,0.32693005,0.18205285,0.0824006,0.0824006,0.12612078,0.12612078,0.06860893,0.20409341,0.16710463,0.25667337,0.11427555,0.19208947,0.16771832,0.20283759,0.0824006,0.32693005,0.083548136,0.14625931,0.07731189,0.20283759,0.124639876,0.2046575,0.25667337,0.17313907,0.18935469,0.21942495,0.0824006,0.359193,0.47715724,0.47715724,0.15290299,0.15489408,0.026498308,0.2373031,0.102347896,0.13926414,0.1773929,0.25667337
24		tmn		youtube		0.07456999,0.0,0.0,0.07456999,0.27997935,0.36441404,0.38248342,0.026663082,0.07038873,0.07038873,0.07038873,0.061535608,0.0,0.09130472,0.038702935,0.02003004,0.0,0.042889144,0.0,0.120213024,0.120213024,0.037570357,0.037570357,0.120213024,1.0,0.0,0.023932753,0.09130472,0.05747501,0.10112523,0.08016953,0.26126766,0.11940365,0.095464975,0.11940365,0.36580598,0.11784683,0.36580598,0.1010078,0.0,0.050204117,0.04480163,0.36580598,0.36580598,0.11784683,0.31449962,0.31449962,0.31449962,0.31449962,0.31449962,0.14537351,0.008011177,0.04818602,0.097246245,0.080726564,0.09223582,0.103747286,0.14537351,0.07293563,0.04818602,0.085904196,0.0787366,0.081643395,0.016525378,0.04818602,0.080785625,0.080785625,0.080785625,0.058781333,0.080785625,0.06930332,0.052161664,0.13375767,0.06457764,0.06457764,0.14973275,0.09905461,0.081643395,0.12058808,0.03024618,0.035184845,0.14973275,0.009214278,0.14537351,0.020200336,0.0,0.13019603,0.06930332,0.04818602,0.019695636,0.080785625,0.06717109,0.080785625,0.09223582,0.030559182,0.0,0.0,0.12326423,0.046160396,0.008041137
29		tmn		ibm notes reuters bigfix unica indiabased		0.10384083,0.0,0.10384083,0.0,0.28156084,0.29125878,0.4682358,0.065546006,0.11040258,0.11040258,0.21347755,0.21347755,0.0,0.08005873,0.0,0.09028299,0.09028299,0.19510114,0.0,0.05824184,0.10280451,0.05824184,0.05824184,0.10280451,0.10112523,0.0,0.17887992,0.08005873,0.03145329,1.0,1.0,0.14476195,0.10384083,0.085068285,0.10384083,0.29487345,0.2187801,0.29487345,0.14232989,0.0,0.13679859,0.0,0.29487345,0.29487345,0.2187801,0.36742604,0.36742604,0.36742604,0.36742604,0.36742604,0.07265162,0.12848884,0.09579136,0.12848884,0.085068285,0.077916704,0.1394864,0.07265162,0.13396592,0.08079535,0.31426328,0.06756445,0.0,0.0,0.085506484,0.06756445,0.12848884,0.12848884,0.011665357,0.12848884,0.053806476,0.05239506,0.08308897,0.14578116,0.12985031,0.053806476,0.057726897,0.08855647,0.09555605,0.22569358,0.0,0.22181599,0.079285204,0.15349033,0.085068285,0.15394753,0.12848884,0.053806476,0.22181599,0.111283876,0.040718604,0.047274392,0.021713529,0.077916704,0.07655653,0.0,0.09719022,0.012959468,0.10384083,0.05239506
30		tmn		ibm notes reuters  unica indiabased		0.073609814,0.0,0.073609814,0.0,0.26768938,0.29125878,0.4682358,0.02765402,0.11040258,0.11040258,0.1546654,0.1546654,0.0,0.08005873,0.0,0.08756283,0.08756283,0.17071898,0.0,0.05824184,0.05824184,0.05824184,0.05824184,0.05824184,0.08016953,0.0,0.17887992,0.08005873,0.03145329,1.0,1.0,0.12957007,0.073609814,0.047891386,0.073609814,0.29487345,0.2187801,0.29487345,0.14232989,0.0,0.13679859,0.0,0.29487345,0.29487345,0.2187801,0.30924287,0.30924287,0.30924287,0.30924287,0.30924287,0.07265162,0.056042906,0.09579136,0.034851726,0.0,0.049507134,0.07116371,0.07265162,0.014362807,0.0675369,0.31426328,6.0527265E-4,0.0,0.0,0.057726897,0.057726897,0.034851726,0.034851726,0.0,0.034851726,0.053806476,0.05239506,0.07195059,0.12985031,0.12985031,0.053806476,0.057726897,0.08855647,0.045655765,0.12846161,0.0,0.15048526,0.0028158189,0.081328206,0.05239506,0.15394753,0.084842555,0.053806476,0.15048526,0.09791086,0.040718604,0.047274392,0.021713529,0.049507134,0.06399126,0.0,0.0,0.0,0.073609814,0.05239506
31		tmn		amazon		0.14290245,0.0,0.14290245,0.0,0.21064223,0.28689975,0.297876,0.0,0.07033255,0.07033255,0.07033255,0.0641326,0.0,0.03292826,0.0099449735,0.023338731,0.023338731,0.023338731,0.0,0.13470766,0.13470766,0.050244037,0.050244037,0.13470766,0.26126766,0.0,0.0,0.03292826,0.0,0.14476195,0.12957007,1.0,0.14585759,0.07245294,0.14585759,0.19578892,0.12343227,0.19578892,0.14592819,0.0,0.119743064,0.09817609,0.19578892,0.19578892,0.12343227,0.1630932,0.1630932,0.1630932,0.1630932,0.1630932,0.09787432,0.096200064,0.041698996,0.096200064,0.09373917,0.07876034,0.14465493,0.09787432,0.12989973,0.04106916,0.08765223,0.21553525,0.08773877,0.08773877,0.048436888,0.09792222,0.09792222,0.09792222,0.016680535,0.09792222,0.06253563,0.058273695,0.09373917,0.11987752,0.11031859,0.06972779,0.12374176,0.09155989,0.019940414,0.14290245,0.053733375,0.06972779,0.03947055,0.29882917,0.058273695,0.06461507,0.096200064,0.06253563,0.08039146,0.0347039,0.09792222,0.008225949,0.09792222,0.10992353,0.08039146,0.029802721,0.051368628,0.12374176,0.14290245,0.058273695
35		tmn		deepmind ai alphazero ai go cnet		0.12413767,0.0,0.08172937,0.105067514,0.39620528,0.37222,0.60763717,0.036740758,0.15944034,0.15944034,0.15944034,0.11766841,0.0,0.17744997,0.11852351,0.19998513,0.10575128,0.19998513,0.071572535,0.24040598,0.1982837,0.24040598,0.24040598,0.1982837,0.36580598,0.0,0.079742484,0.17744997,0.08481257,0.29487345,0.29487345,0.19578892,0.26469812,0.26469812,0.26469812,1.0,1.0,1.0,0.16891454,0.0,0.0508226,0.022789788,1.0,1.0,1.0,0.35778347,0.35778347,0.35778347,0.35778347,0.35778347,0.6256091,0.54628116,0.32527238,0.6277893,0.12413767,0.40021592,0.6277893,0.311885,0.28283784,0.46872222,0.1836479,0.2237532,0.2750401,0.2750401,0.23020153,0.3625211,0.3625211,0.3625211,0.23464952,0.3625211,0.2695065,0.18818507,0.1986602,0.29192242,0.10212286,0.2695065,0.2844966,0.08599919,0.107959256,0.13661487,0.085023835,0.2695065,0.137696,0.311885,0.12413767,0.053732198,0.3134396,0.2695065,0.23020153,0.14407444,0.5518345,0.041485623,0.47513932,0.22352359,0.13450523,0.19023527,0.12101272,0.30846786,0.44191113,0.29788807
37		tmn		deepmind alphazero ai cnet 		0.12413767,0.0,0.08172937,0.07509641,0.39620528,0.37222,0.60763717,0.036740758,0.15944034,0.15944034,0.15944034,0.11766841,0.0,0.17744997,0.11852351,0.10575128,0.10575128,0.16913144,0.0,0.111401655,0.111401655,0.102094196,0.102094196,0.111401655,0.36580598,0.0,0.079742484,0.17744997,0.08481257,0.29487345,0.29487345,0.19578892,0.12708783,0.12413767,0.12708783,1.0,1.0,1.0,0.16891454,0.0,0.04142865,0.016544309,1.0,1.0,1.0,0.35778347,0.35778347,0.35778347,0.35778347,0.35778347,0.21572803,0.10216211,0.23020153,0.10216211,0.12413767,0.16055852,0.23020153,0.21572803,0.092407465,0.23020153,0.1836479,0.10604638,0.068956114,0.014175651,0.23020153,0.23020153,0.14892681,0.10379224,0.080831304,0.10379224,0.12915932,0.038492475,0.18420826,0.14473665,0.10150197,0.12915932,0.23020153,0.068956114,0.107959256,0.13661487,0.085023835,0.13672741,0.137696,0.21572803,0.12413767,0.036705773,0.1641153,0.12915932,0.23020153,0.04960121,0.10379224,0.041485623,0.10379224,0.19766152,0.046191484,0.0,0.09488667,0.14585288,0.08172937,0.038492475
38		tmn		taiwan earthquake		0.13011743,0.0,0.13011743,0.019507086,0.07797602,0.08446251,0.17146102,0.0,0.1281053,0.1281053,0.1281053,0.08587291,0.0,0.0,0.0,0.0,0.026801057,0.0,0.08848332,0.060499914,0.060499914,0.0592667,0.0592667,0.060499914,0.1010078,0.0,0.005036253,0.0,0.0,0.14232989,0.14232989,0.14592819,0.13011743,0.0,0.13011743,0.16891454,0.16891454,0.16891454,1.0,0.0,0.51806253,0.479205,0.10959775,0.16891454,0.16891454,0.17712168,0.17712168,0.17712168,0.17712168,0.17712168,0.0018949679,0.06749277,0.06938396,0.07492995,0.05100129,0.0,0.07492995,0.13944046,0.033766102,0.094663404,0.053311393,0.0683193,0.13962972,0.13962972,0.0333738,0.0034618315,0.064748116,0.064748116,0.013798917,0.0348393,0.0,0.06198251,0.05100129,0.20086023,0.20086023,0.046249304,0.0,0.21913399,0.057988934,0.13011743,0.0,0.13391434,0.028623758,0.069613785,0.06198251,0.11246533,0.05100129,0.0,0.13391434,0.013916457,0.13944046,0.13944046,0.101856284,0.06277605,0.05580218,0.0,0.0,0.052551214,0.13011743,0.06198251
40		tmn		oil rig explosion		0.15030822,0.0,0.15030822,0.10770856,0.08491215,0.093933,0.21210587,0.07581587,0.10833197,0.19868632,0.10833197,0.19868632,0.0,0.02749892,0.021038257,0.111998394,0.111998394,0.111998394,0.10687652,0.2083922,0.16582988,0.2083922,0.2083922,0.2083922,0.050204117,0.0,0.028315878,0.02749892,0.006787885,0.13679859,0.13679859,0.119743064,0.15030822,0.13752969,0.15030822,0.0508226,0.0508226,0.04142865,0.51806253,0.0,1.0,0.3695889,0.0508226,0.04142865,0.0508226,0.11235796,0.11235796,0.11235796,0.075900435,0.11235796,0.16406398,0.2993812,0.21176268,0.15419424,0.13926958,0.23881756,0.22830196,0.097187266,0.15247676,0.08268435,0.083243534,0.20298637,0.36167294,0.36167294,0.102432154,0.14110208,0.33058274,0.33058274,0.029695434,0.15419424,0.004284572,0.042692214,0.14763074,0.16382766,0.16382766,0.14763074,0.09320777,0.45496023,0.0546064,0.15030822,0.11250632,0.030833993,0.1614185,0.13828687,0.13784932,0.14215964,0.15419424,0.09327333,0.06528175,0.122093804,0.1971513,0.14909391,0.14215964,0.2418942,0.06528175,0.06342932,0.16566977,0.13622633,0.16477801,0.056782868
41		tmn		mississippi tornado		0.03329325,0.0,0.0,0.03329325,0.042472623,0.04071242,0.12496205,0.09035125,0.09035125,0.09035125,0.08454556,0.09035125,0.0,0.0,0.0,0.0,0.07520369,0.022882633,0.14762484,0.20623209,0.04866353,0.20623209,0.20623209,0.20623209,0.04480163,0.0,0.0,0.0,0.16971242,0.0,0.0,0.09817609,0.09250003,0.040450897,0.09250003,0.022789788,0.022789788,0.016544309,0.479205,0.0,0.3695889,1.0,0.037194032,0.037194032,0.022789788,0.17964113,0.17964113,0.17964113,0.17964113,0.17964113,0.05937151,0.12776746,0.015049189,0.103918046,0.009804577,0.07577984,0.09806646,0.103918046,0.0,0.0,0.0,0.09795745,0.12516479,0.12516479,0.0,0.0,0.1460147,0.1460147,0.0,0.016447151,0.0,0.07226896,0.16655992,0.21457493,0.21457493,0.16655992,0.0,0.16084534,0.0,0.0,0.04305337,0.01571251,0.02451839,0.015388595,0.009804577,0.13176902,0.037218448,0.007176788,0.054178834,0.07577984,0.05711957,0.0,0.13176902,0.14363264,0.054178834,0.109558046,0.009943372,0.018270018,0.11961317,0.062202927
42		tmn		go ryan cnet 		0.105067514,0.0,0.0,0.105067514,0.39620528,0.37222,0.60763717,0.3954839,0.3954839,0.3954839,0.15944034,0.3954839,0.0,0.23541936,0.5201577,0.19998513,0.096622474,0.19998513,0.34564403,0.24040598,0.1982837,0.24040598,0.27854818,0.1982837,0.36580598,0.0,0.079742484,0.23541936,0.44389766,0.29487345,0.29487345,0.19578892,0.26469812,0.26469812,0.26469812,1.0,1.0,1.0,0.10959775,0.0,0.0508226,0.037194032,1.0,1.0,1.0,0.35778347,0.35778347,0.35778347,0.35778347,0.35778347,0.6256091,0.54628116,0.32527238,0.6277893,0.06163118,0.59898,0.6277893,0.311885,0.28283784,0.46872222,0.1291965,0.2237532,0.63527375,0.2750401,0.22387977,0.3625211,0.3625211,0.3625211,0.23464952,0.3625211,0.2695065,0.18818507,0.1986602,0.29192242,0.10212286,0.2695065,0.2844966,0.63527375,0.034011036,0.0,0.039864637,0.2695065,0.06294139,0.311885,0.064456955,0.053732198,0.3134396,0.2695065,0.22387977,0.59898,0.5518345,0.041485623,0.47513932,0.22352359,0.13450523,0.19023527,0.12101272,0.30846786,0.44191113,0.29788807
43		tmn		deepmind ai ai ryan cnet		0.12413767,0.0,0.08172937,0.07509641,0.39620528,0.37222,0.60763717,0.3954839,0.3954839,0.3954839,0.15944034,0.3954839,0.0,0.23541936,0.5201577,0.10575128,0.10575128,0.16913144,0.34564403,0.111401655,0.111401655,0.102094196,0.27854818,0.111401655,0.36580598,0.0,0.079742484,0.23541936,0.44389766,0.29487345,0.29487345,0.19578892,0.12708783,0.12413767,0.12708783,1.0,1.0,1.0,0.16891454,0.0,0.04142865,0.037194032,1.0,1.0,1.0,0.35778347,0.35778347,0.35778347,0.35778347,0.35778347,0.21572803,0.10216211,0.23020153,0.10216211,0.12413767,0.59898,0.23020153,0.21572803,0.092407465,0.23020153,0.1836479,0.113143966,0.63527375,0.061101656,0.23020153,0.23020153,0.14892681,0.11788222,0.17390302,0.15409411,0.12915932,0.15800074,0.18420826,0.14473665,0.10150197,0.25452244,0.23020153,0.63527375,0.107959256,0.13661487,0.085023835,0.25452244,0.137696,0.21572803,0.12413767,0.036705773,0.19181804,0.12915932,0.23020153,0.59898,0.11788222,0.041485623,0.11788222,0.19766152,0.046191484,0.011951794,0.09488667,0.14585288,0.08172937,0.07430948
45		tmn		tech were using how digital changed		0.19376981,0.0,0.18692952,0.06240184,0.31082085,0.40299955,0.3429726,0.116324835,0.1500053,0.1500053,0.29368505,0.29368505,0.0,0.10769525,0.07483383,0.19339773,0.10841231,0.19339773,0.019966612,0.16052228,0.16052228,0.07757754,0.07757754,0.16052228,0.31449962,0.0,0.15057611,0.10769525,0.10621418,0.36742604,0.30924287,0.1630932,0.18692952,0.19376981,0.18692952,0.35778347,0.21642841,0.35778347,0.17712168,0.0,0.11235796,0.17964113,0.35778347,0.35778347,0.21642841,1.0,1.0,1.0,1.0,1.0,0.43214133,0.2821606,0.3691284,0.2821606,0.2924661,0.6015703,0.42889372,0.43214133,0.40315703,0.47963828,0.32759792,0.31352976,0.16022809,0.14134012,0.3691284,0.3691284,0.5215858,0.33257866,0.16130178,0.33257866,0.29788476,0.17706053,0.51829493,0.32211462,0.32211462,0.29788476,0.3691284,0.16022809,0.23395267,0.22774804,0.165934,0.29788476,0.22750992,0.43214133,0.19376981,0.11340478,0.38626093,0.29788476,0.3691284,0.38688532,0.33257866,0.23290361,0.33257866,0.6015703,0.22041488,0.072478525,0.21745048,0.46017742,0.18692952,0.13431069
46		tmn		tech were  using how digital		0.19376981,0.0,0.18692952,0.06240184,0.31082085,0.40299955,0.3429726,0.116324835,0.1500053,0.1500053,0.29368505,0.29368505,0.0,0.10769525,0.07483383,0.19339773,0.10841231,0.19339773,0.019966612,0.16052228,0.16052228,0.07757754,0.07757754,0.16052228,0.31449962,0.0,0.15057611,0.10769525,0.10621418,0.36742604,0.30924287,0.1630932,0.18692952,0.19376981,0.18692952,0.35778347,0.21642841,0.35778347,0.17712168,0.0,0.11235796,0.17964113,0.35778347,0.35778347,0.21642841,1.0,1.0,1.0,1.0,1.0,0.43214133,0.2821606,0.3691284,0.2821606,0.2924661,0.6015703,0.42889372,0.43214133,0.40315703,0.47963828,0.32759792,0.31352976,0.16022809,0.14134012,0.3691284,0.3691284,0.5215858,0.33257866,0.16130178,0.33257866,0.29788476,0.17706053,0.51829493,0.32211462,0.32211462,0.29788476,0.3691284,0.16022809,0.23395267,0.22774804,0.165934,0.29788476,0.22750992,0.43214133,0.19376981,0.11340478,0.38626093,0.29788476,0.3691284,0.38688532,0.33257866,0.23290361,0.33257866,0.6015703,0.22041488,0.072478525,0.21745048,0.46017742,0.18692952,0.13431069
47		tmn		tech  using how digital era		0.19376981,0.0,0.18692952,0.06240184,0.31082085,0.40299955,0.3429726,0.116324835,0.1500053,0.1500053,0.29368505,0.29368505,0.0,0.10769525,0.07483383,0.19339773,0.10841231,0.19339773,0.13922037,0.16052228,0.16052228,0.07757754,0.07757754,0.16052228,0.31449962,0.0,0.15057611,0.10769525,0.10621418,0.36742604,0.30924287,0.1630932,0.18692952,0.19376981,0.18692952,0.35778347,0.21642841,0.35778347,0.17712168,0.0,0.11235796,0.17964113,0.35778347,0.35778347,0.21642841,1.0,1.0,1.0,1.0,1.0,0.43214133,0.2821606,0.3691284,0.33947527,0.2924661,0.6015703,0.42889372,0.43214133,0.40315703,0.47963828,0.32759792,0.31352976,0.16022809,0.14134012,0.3691284,0.3691284,0.5215858,0.33257866,0.16130178,0.33257866,0.29788476,0.17706053,0.51829493,0.32211462,0.32211462,0.29788476,0.3691284,0.16022809,0.23395267,0.22774804,0.165934,0.29788476,0.22750992,0.43214133,0.19376981,0.11340478,0.38626093,0.29788476,0.3691284,0.38688532,0.33257866,0.23290361,0.33257866,0.6015703,0.22041488,0.072478525,0.21745048,0.46017742,0.18692952,0.13431069
48		tmn		tech were  using digital era		0.09822399,0.0,0.09822399,0.06240184,0.31082085,0.40299955,0.3429726,0.116324835,0.1500053,0.1500053,0.29368505,0.29368505,0.0,0.07618207,0.07483383,0.1073515,0.1073515,0.1489563,0.13922037,0.057509903,0.037614238,0.057509903,0.071600884,0.037614238,0.31449962,0.0,0.15057611,0.07618207,0.10621418,0.36742604,0.30924287,0.1630932,0.16990395,0.14297162,0.16990395,0.35778347,0.21642841,0.35778347,0.17712168,0.0,0.075900435,0.17964113,0.35778347,0.35778347,0.21642841,1.0,1.0,1.0,1.0,1.0,0.21223713,0.124589734,0.07803475,0.33947527,0.13447207,0.1620248,0.17628187,0.33947527,0.112306096,0.10646983,0.15156303,0.059801493,0.16022809,0.082098015,0.11256496,0.059801493,0.045621593,0.045621593,0.16130178,0.04585416,0.078759104,0.17706053,0.13447207,0.15176299,0.15176299,0.10724284,0.019359441,0.16022809,0.20925331,0.22575782,0.052855145,0.16486153,0.07481878,0.1549692,0.08854713,0.09447208,0.13447207,0.09402373,0.16486153,0.1620248,0.0057688043,0.07865491,0.09447208,0.12306641,0.055121027,0.072478525,0.010917742,0.10392573,0.12425853,0.13013169
